StudentID,Gender,Grade,Arrests,Suspended,Expelled,cluster
125,1,12,0,0,0,1
126,1,11,0,0,0,1
127,1,12,0,0,0,1
128,1,12,0,0,0,1
129,0,12,0,0,0,1
130,0,11,0,0,0,1
131,0,12,0,0,0,1
132,1,12,0,0,0,1
133,1,11,0,0,0,1
134,0,11,0,0,0,1
135,0,12,0,0,0,1
136,1,12,0,0,0,1
137,1,11,0,0,0,1
138,1,10,0,0,0,1
139,0,12,0,0,0,1
140,1,10,0,0,0,1
141,1,11,0,0,0,1
142,0,12,0,0,0,1
143,0,10,0,0,0,1
144,1,10,0,0,0,1
145,0,10,0,0,0,1
146,1,11,0,0,0,1
147,0,12,0,0,0,1
148,1,11,0,0,0,1
149,1,11,0,0,0,1
150,1,10,0,0,0,1
151,1,11,0,0,0,1
152,1,11,0,0,0,1
153,1,12,0,0,0,1
154,0,12,0,0,0,1
155,1,11,0,0,0,1
156,0,11,0,0,0,1
157,0,10,0,0,0,1
158,1,10,0,0,0,1
159,0,12,0,0,0,1
160,1,10,0,0,0,1
161,1,11,0,0,0,1
162,1,12,0,0,0,1
163,0,12,0,0,0,1
164,0,12,0,0,0,1
165,0,11,0,0,0,1
166,0,12,0,0,0,1
167,0,10,0,0,0,1
168,0,11,0,0,0,1
169,0,10,0,0,0,1
170,0,10,0,0,0,1
171,0,11,0,0,0,1
172,1,12,0,0,0,1
173,1,10,0,0,0,1
174,1,11,0,0,0,1
175,1,11,0,0,0,1
176,0,11,0,0,0,1
177,1,11,0,0,0,1
178,1,12,0,0,0,1
179,0,12,0,0,0,1
180,0,10,0,0,0,1
181,0,11,0,0,0,1
182,1,12,0,0,0,1
183,0,10,0,0,0,1
184,0,11,0,0,0,1
185,0,10,0,0,0,1
186,1,12,0,0,0,1
187,1,10,0,0,0,1
188,0,11,0,0,0,1
189,1,11,0,0,0,1
190,1,11,0,0,0,1
191,1,11,0,0,0,1
192,1,11,0,0,0,1
193,0,12,0,0,0,1
194,1,10,0,0,0,1
195,1,10,0,0,0,1
196,0,11,0,0,0,1
197,1,11,0,0,0,1
198,1,12,0,0,0,1
199,1,12,0,0,0,1
200,0,10,0,0,0,1
201,0,10,0,0,0,1
202,1,11,0,0,0,1
203,0,10,0,0,0,1
204,1,12,0,0,0,1
205,1,12,0,0,0,1
206,0,12,0,0,0,1
207,0,11,0,0,0,1
208,1,10,0,0,0,1
209,0,10,0,0,0,1
210,1,12,0,0,0,1
211,0,12,0,0,0,1
212,0,10,0,0,0,1
213,0,11,0,0,0,1
214,1,11,0,0,0,1
215,1,10,0,0,0,1
216,0,10,0,0,0,1
217,1,11,0,0,0,1
218,1,11,0,0,0,1
219,1,12,0,0,0,1
220,0,10,0,0,0,1
221,1,10,0,0,0,1
222,1,10,0,0,0,1
223,1,10,0,0,0,1
224,0,10,0,0,0,1
225,1,12,0,0,0,1
226,0,11,0,0,0,1
227,1,12,0,0,0,1
228,0,11,0,0,0,1
229,0,11,0,0,0,1
230,0,11,0,0,0,1
231,1,12,0,0,0,1
232,1,10,0,0,0,1
233,0,10,0,0,0,1
234,0,11,0,0,0,1
235,0,11,0,0,0,1
236,0,10,0,0,0,1
237,1,12,0,0,0,1
238,1,10,0,0,0,1
239,1,11,0,0,0,1
240,1,11,0,0,0,1
241,1,11,0,0,0,1
242,0,11,0,0,0,1
243,0,12,0,0,0,1
244,1,11,0,0,0,1
245,0,12,0,0,0,1
246,0,10,0,0,0,1
247,0,10,0,0,0,1
248,1,10,0,0,0,1
249,0,11,0,0,0,1
250,0,10,0,0,0,1
251,1,11,0,0,0,1
252,1,10,0,0,0,1
253,1,10,0,0,0,1
254,0,10,0,0,0,1
255,0,11,0,0,0,1
256,0,12,0,0,0,1
257,1,11,0,0,0,1
258,0,10,0,0,0,1
259,1,11,0,0,0,1
260,1,12,0,0,0,1
261,0,12,0,0,0,1
262,1,11,0,0,0,1
263,0,11,0,0,0,1
264,0,12,0,0,0,1
265,0,10,0,0,0,1
266,0,12,0,0,0,1
267,0,10,0,0,0,1
268,1,12,0,0,0,1
269,1,11,0,0,0,1
270,0,11,0,0,0,1
271,0,10,0,0,0,1
272,1,10,0,0,0,1
273,0,12,0,0,0,1
274,0,11,0,0,0,1
275,1,12,0,0,0,1
276,1,11,0,0,0,1
277,0,10,0,0,0,1
278,0,10,0,0,0,1
279,0,11,0,0,0,1
280,0,12,0,0,0,1
281,0,12,0,0,0,1
282,0,10,0,0,0,1
283,1,12,0,0,0,1
284,1,11,0,0,0,1
285,0,12,0,0,0,1
286,0,11,0,0,0,1
287,1,12,0,0,0,1
288,0,12,0,0,0,1
289,1,12,0,0,0,1
290,1,10,0,0,0,1
291,0,10,0,0,0,1
292,0,12,0,0,0,1
293,1,10,0,0,0,1
294,0,10,0,0,0,1
295,0,11,0,0,0,1
296,0,11,0,0,0,1
297,1,10,0,0,0,1
298,0,12,0,0,0,1
299,1,11,0,0,0,1
300,1,10,0,0,0,1
301,0,11,0,0,0,1
302,0,11,0,0,0,1
303,1,11,0,0,0,1
304,1,11,0,0,0,1
305,0,11,0,0,0,1
306,1,10,0,0,0,1
307,1,12,0,0,0,1
308,0,11,0,0,0,1
309,0,12,0,0,0,1
310,1,12,0,0,0,1
311,0,11,0,0,0,1
312,0,12,0,0,0,1
313,1,11,0,0,0,1
314,1,10,0,0,0,1
315,1,11,0,0,0,1
316,0,12,0,0,0,1
317,1,12,0,0,0,1
318,1,10,0,0,0,1
319,0,12,0,0,0,1
320,0,11,0,0,0,1
321,0,10,0,0,0,1
322,0,11,0,0,0,1
323,0,12,0,0,0,1
324,0,12,0,0,0,1
325,0,12,0,0,0,1
326,1,12,0,0,0,1
327,1,11,0,0,0,1
328,1,11,0,0,0,1
329,1,10,0,0,0,1
330,1,11,0,0,0,1
331,1,10,0,0,0,1
332,1,10,0,0,0,1
333,0,10,0,0,0,1
334,0,12,0,0,0,1
335,0,10,0,0,0,1
336,0,12,0,0,0,1
337,1,10,0,0,0,1
338,0,12,0,0,0,1
339,0,12,0,0,0,1
340,0,12,0,0,0,1
341,0,12,0,0,0,1
342,1,12,0,0,0,1
343,1,11,0,0,0,1
344,0,10,0,0,0,1
345,0,12,0,0,0,1
346,1,12,0,0,0,1
347,0,11,0,0,0,1
348,1,11,0,0,0,1
349,1,12,0,0,0,1
350,0,12,0,0,0,1
351,1,10,0,0,0,1
352,0,10,0,0,0,1
353,1,10,0,0,0,1
354,1,12,0,0,0,1
355,0,12,0,0,0,1
356,0,11,0,0,0,1
357,0,12,0,0,0,1
358,1,12,0,0,0,1
359,0,10,0,0,0,1
360,0,10,0,0,0,1
361,0,10,0,0,0,1
362,1,10,0,0,0,1
363,0,12,0,0,0,1
364,1,11,0,0,0,1
365,1,10,0,0,0,1
366,1,11,0,0,0,1
367,1,12,0,0,0,1
368,1,12,0,0,0,1
369,1,12,0,0,0,1
370,1,12,0,0,0,1
371,0,11,0,0,0,1
372,0,10,0,0,0,1
373,0,12,0,0,0,1
374,1,12,0,0,0,1
375,0,12,0,0,0,1
376,1,10,0,0,0,1
377,1,11,0,0,0,1
378,1,11,0,0,0,1
379,0,10,0,0,0,1
380,1,11,0,0,0,1
381,1,11,0,0,0,1
382,0,11,0,0,0,1
383,0,11,0,0,0,1
384,0,12,0,0,0,1
385,1,11,0,0,0,1
386,0,11,0,0,0,1
387,1,10,0,0,0,1
388,0,12,0,0,0,1
389,0,11,0,0,0,1
390,1,11,0,0,0,1
391,1,11,0,0,0,1
392,0,10,0,0,0,1
393,0,11,0,0,0,1
394,0,10,0,0,0,1
395,1,10,0,0,0,1
396,1,11,0,0,0,1
397,0,12,0,0,0,1
398,0,12,0,0,0,1
399,1,11,0,0,0,1
400,0,10,0,0,0,1
401,0,9,0,0,0,1
402,1,9,0,0,0,1
403,1,9,0,0,0,1
404,1,10,1,0,0,1
405,1,9,0,0,0,1
406,1,11,1,0,0,1
407,0,10,2,0,0,1
408,1,9,0,1,0,0
409,1,9,0,1,0,0
410,0,10,1,0,0,1
411,1,9,0,0,0,1
412,0,9,0,0,0,1
413,0,9,1,0,0,1
414,0,10,1,1,0,0
415,0,10,1,1,0,0
416,0,10,0,0,0,1
417,0,9,2,1,0,0
418,0,9,2,1,0,0
419,0,9,0,0,0,1
420,1,9,0,0,0,1
421,0,9,2,0,0,1
422,0,10,2,0,0,1
423,1,10,2,0,0,1
424,1,9,0,1,0,0
425,0,10,1,0,0,1
426,0,10,0,0,0,1
427,0,9,1,0,0,1
428,0,10,0,0,0,1
429,0,11,0,0,0,1
430,1,9,0,0,0,1
431,1,9,1,0,0,1
432,0,10,1,0,0,1
433,1,10,1,0,0,1
434,0,11,2,0,0,1
435,1,11,0,0,0,1
436,0,10,1,1,0,0
437,1,11,1,1,0,0
438,0,9,2,1,0,0
439,1,11,0,0,0,1
440,1,11,0,0,0,1
441,0,10,1,0,0,1
442,0,9,2,0,0,1
443,1,9,0,0,0,1
444,1,11,1,0,0,1
445,1,9,2,0,0,0
446,1,11,1,0,0,1
447,0,10,1,0,0,1
448,1,10,1,1,0,0
449,0,9,1,0,0,1
450,0,9,0,1,0,0
451,0,10,0,1,0,0
452,0,10,1,0,0,1
453,0,10,2,1,0,0
454,1,10,0,0,0,1
455,1,10,2,0,0,1
456,1,10,0,1,0,0
457,1,9,2,1,0,0
458,0,10,0,0,0,1
459,1,9,0,0,0,1
460,0,11,0,0,0,1
461,0,9,0,1,0,0
462,0,11,1,0,0,1
463,0,9,1,0,0,1
464,0,9,0,0,0,1
465,0,11,2,0,0,1
466,0,10,0,0,0,1
467,1,11,0,0,0,1
468,1,10,2,0,0,1
469,0,9,0,0,0,1
470,0,9,2,0,0,1
471,1,11,1,0,0,1
472,0,10,0,1,0,0
473,0,10,0,0,0,1
474,0,9,0,0,0,1
475,1,9,1,0,0,1
476,1,10,0,0,0,1
477,0,9,0,0,0,1
478,0,9,0,1,0,0
479,1,11,2,1,0,0
480,0,10,0,0,0,1
481,1,9,1,0,0,1
482,0,10,0,1,0,0
483,0,10,2,1,0,0
484,1,11,2,0,0,1
485,0,9,0,0,0,1
486,1,9,0,0,0,1
487,0,9,2,1,0,0
488,1,11,2,0,0,1
489,1,11,0,0,0,1
490,1,10,0,0,0,1
491,1,11,0,1,0,0
492,1,9,2,0,0,0
493,1,10,0,0,0,1
494,0,9,1,1,0,0
495,0,9,1,0,0,1
496,1,10,0,0,0,1
497,0,11,1,1,0,0
498,0,9,1,1,0,0
499,1,10,0,0,0,1
500,0,11,2,0,0,1
501,1,10,0,0,0,1
502,0,10,0,0,0,1
503,1,9,2,0,0,0
504,0,10,0,0,0,1
505,1,10,2,1,0,0
506,1,10,0,1,0,0
507,1,9,0,0,0,1
508,0,9,1,0,0,1
509,1,11,0,1,0,0
510,1,9,0,1,0,0
511,0,10,1,0,0,1
512,0,11,1,1,0,0
513,1,9,0,0,0,1
514,0,11,0,1,0,1
515,0,10,0,1,0,0
516,0,10,2,1,0,0
517,1,10,2,1,0,0
518,1,9,2,1,0,0
519,0,9,1,1,0,0
520,1,10,2,0,0,1
521,0,10,0,0,0,1
522,0,11,0,1,0,1
523,0,10,1,1,0,0
524,1,10,0,0,0,1
525,1,11,1,0,0,1
526,0,9,0,0,0,1
527,0,10,1,0,0,1
528,0,10,0,0,0,1
529,1,11,0,0,0,1
530,1,11,1,1,0,0
531,1,9,0,0,0,1
532,1,10,2,1,0,0
533,1,9,0,0,0,1
534,0,9,0,0,0,1
535,1,11,1,0,0,1
536,1,9,2,0,0,0
537,0,9,0,1,0,0
538,0,10,0,0,0,1
539,1,11,1,1,0,0
540,1,9,2,0,0,0
541,1,11,0,1,0,0
542,1,9,0,0,0,1
543,0,11,2,1,0,0
544,1,11,2,1,0,0
545,1,10,0,0,0,1
546,1,10,0,1,0,0
547,1,10,1,0,0,1
548,1,10,0,1,0,0
549,0,9,0,0,0,1
550,1,11,2,1,0,0
551,0,10,0,0,0,1
552,1,9,1,0,0,1
553,1,11,0,1,0,0
554,0,11,0,0,0,1
555,0,11,1,1,0,0
556,1,10,0,1,0,0
557,0,11,0,0,0,1
558,1,10,2,1,0,0
559,1,9,1,0,0,1
560,0,11,2,0,0,1
561,0,9,2,0,0,1
562,0,9,2,1,0,0
563,0,9,0,0,0,1
564,0,11,1,0,0,1
565,1,9,2,0,0,0
566,0,10,1,1,0,0
567,0,9,0,1,0,0
568,1,11,1,0,0,1
569,0,9,1,1,0,0
570,1,9,1,0,0,1
571,1,11,1,0,0,1
572,0,9,1,0,0,1
573,0,11,0,1,0,1
574,0,10,0,0,0,1
575,0,11,0,1,0,1
576,0,10,1,0,0,1
577,1,10,0,0,0,1
578,0,11,0,0,0,1
579,0,11,2,1,0,0
580,0,9,2,0,0,1
581,1,10,1,0,0,1
582,0,10,0,1,0,0
583,1,10,0,0,0,1
584,0,10,1,1,0,0
585,1,9,1,0,0,1
586,1,11,1,1,0,0
587,0,9,1,1,0,0
588,1,10,0,0,0,1
589,0,10,0,0,0,1
590,1,9,0,0,0,1
591,1,10,0,1,0,0
592,1,9,1,1,0,0
593,1,11,1,1,0,0
594,0,9,2,0,0,1
595,1,10,0,0,0,1
596,1,9,0,0,0,1
597,0,11,0,1,0,1
598,1,9,0,0,0,1
599,1,10,2,0,0,1
600,1,9,1,1,0,0
601,1,10,1,1,0,0
602,0,10,2,1,0,0
603,1,10,1,0,0,1
604,0,11,1,1,0,0
605,1,10,0,0,0,1
606,1,9,0,0,0,1
607,0,10,1,0,0,1
608,1,9,0,1,0,0
609,0,9,0,0,0,1
610,0,9,2,1,0,0
611,0,9,0,0,0,1
612,1,9,0,0,0,1
613,1,11,0,1,0,0
614,0,9,0,1,0,0
615,1,10,1,0,0,1
616,1,10,0,1,0,0
617,1,10,1,1,0,0
618,1,11,0,1,0,0
619,1,11,0,1,0,0
620,1,11,0,0,0,1
621,1,10,0,0,0,1
622,0,9,2,0,0,1
623,1,10,1,0,0,1
624,0,9,2,0,0,1
625,0,9,1,0,0,1
626,1,11,0,0,0,1
627,0,10,0,0,0,1
628,1,11,0,0,0,1
629,0,11,0,0,0,1
630,1,9,1,1,0,0
631,0,10,1,0,0,1
632,0,11,0,0,0,1
633,1,11,0,0,0,1
634,1,9,0,0,0,1
635,0,9,0,0,0,1
636,1,9,2,1,0,0
637,0,9,0,1,0,0
638,0,10,1,0,0,1
639,1,10,0,0,0,1
640,1,10,0,1,0,0
641,1,9,1,0,0,1
642,1,11,0,1,0,0
643,0,11,0,0,0,1
644,1,10,2,0,0,1
645,1,9,1,1,0,0
646,0,9,1,0,0,1
647,0,10,0,0,0,1
648,1,9,2,0,0,0
649,1,10,0,0,0,1
650,0,11,0,0,0,1
651,1,10,2,1,0,0
652,0,10,2,0,0,1
653,1,10,0,1,0,0
654,1,9,1,0,0,1
655,0,10,1,0,0,1
656,1,9,1,1,0,0
657,1,10,1,0,0,1
658,1,10,0,0,0,1
659,1,9,0,0,0,1
660,0,10,1,1,0,0
661,1,10,1,0,0,1
662,0,9,0,1,0,0
663,1,11,1,0,0,1
664,1,11,0,0,0,1
665,0,10,1,1,0,0
666,0,11,1,0,0,1
667,1,10,0,1,0,0
668,1,9,0,1,0,0
669,1,10,0,0,0,1
670,0,10,0,1,0,0
671,1,9,2,0,0,0
672,0,10,2,1,0,0
673,1,10,1,1,0,0
674,0,10,0,1,0,0
675,1,10,1,0,0,1
676,1,9,2,0,0,0
677,1,11,1,0,0,1
678,0,10,0,1,0,0
679,1,10,1,0,0,1
680,0,10,1,0,0,1
681,1,9,1,0,0,1
682,0,11,0,1,0,1
683,0,10,0,1,0,0
684,0,11,0,0,0,1
685,1,9,2,1,0,0
686,1,9,2,0,0,0
687,1,9,0,1,0,0
688,0,10,0,1,0,0
689,0,10,0,0,0,1
690,0,10,0,0,0,1
691,1,9,0,0,0,1
692,0,10,0,0,0,1
693,1,9,2,1,0,0
694,0,9,1,0,0,1
695,0,11,0,0,0,1
696,1,10,2,0,0,1
697,1,11,0,1,0,0
698,1,10,2,0,0,1
699,1,9,1,1,0,0
700,0,11,1,1,0,0
701,0,9,1,1,0,0
702,0,10,2,1,0,0
703,1,9,3,1,0,0
704,1,9,4,1,1,2
705,0,10,1,1,1,2
706,1,10,4,1,1,2
707,1,9,1,1,0,0
708,0,10,2,1,1,2
709,1,10,1,1,1,2
710,1,9,3,1,0,0
711,0,9,2,1,0,0
712,1,9,1,1,0,0
713,1,9,4,1,0,0
714,1,9,2,1,0,0
715,1,9,3,1,0,0
716,0,9,3,1,0,0
717,0,10,1,1,0,0
718,1,9,1,1,0,0
719,1,9,3,1,0,0
720,1,10,4,1,0,0
721,1,10,2,1,0,0
722,0,10,2,1,0,0
723,1,9,4,1,0,0
724,1,9,2,1,0,0
725,0,9,3,1,0,0
726,1,9,1,1,0,0
727,1,10,4,1,0,0
728,0,9,2,1,1,2
729,0,9,1,1,0,0
730,1,9,2,1,0,0
731,1,10,4,1,1,2
732,1,9,3,1,0,0
733,0,10,1,1,1,2
734,1,10,3,1,1,2
735,1,10,1,1,0,0
736,0,10,2,1,0,0
737,0,9,3,1,0,0
738,0,9,4,1,0,0
739,1,9,2,1,0,0
740,1,9,1,1,0,0
741,1,10,1,1,0,0
742,0,10,1,1,0,0
743,1,9,1,1,0,0
744,1,10,3,1,0,0
745,0,10,3,1,0,0
746,1,10,2,1,0,0
747,1,10,1,1,0,0
748,1,9,2,1,0,0
749,1,10,4,1,0,0
750,0,9,4,1,0,0
751,0,10,4,1,1,2
752,1,9,3,1,0,0
753,1,10,3,1,0,0
754,0,9,4,1,1,2
755,0,9,1,1,0,0
756,1,9,2,1,1,2
757,1,9,2,1,0,0
758,0,9,3,1,1,2
759,1,10,1,1,0,0
760,0,9,3,1,1,2
761,0,9,4,1,0,0
762,1,10,3,1,0,0
763,1,10,2,1,0,0
764,1,9,3,1,0,0
765,1,9,2,1,0,0
766,1,10,4,1,0,0
767,1,10,4,1,0,0
768,1,9,3,1,0,0
769,1,9,3,1,0,0
770,1,9,3,1,0,0
771,1,9,2,1,0,0
772,1,10,1,1,1,2
773,1,9,1,1,0,0
774,1,10,3,1,0,0
775,1,9,2,1,0,0
776,0,9,2,1,0,0
777,1,10,3,1,0,0
778,1,10,1,1,0,0
779,1,9,2,1,0,0
780,0,9,2,1,0,0
781,0,10,1,1,0,0
782,0,10,1,1,0,0
783,1,10,1,1,1,2
784,1,9,1,1,0,0
785,1,9,2,1,0,0
786,1,9,3,1,0,0
787,1,10,4,1,0,0
788,0,9,1,1,0,0
789,1,9,1,1,0,0
790,1,10,1,1,0,0
791,0,9,4,1,0,0
792,1,9,2,1,1,2
793,0,10,4,1,0,0
794,1,9,2,1,0,0
795,1,10,1,1,0,0
796,0,9,2,1,1,2
797,1,9,1,1,0,0
798,0,9,4,1,0,0
799,1,9,4,1,0,0
800,0,10,2,1,0,0
801,1,9,1,1,1,2
802,1,10,2,1,0,0
803,1,9,1,1,0,0
804,1,9,1,1,0,0
805,0,9,1,1,0,0
806,1,9,1,1,1,2
807,1,10,1,1,0,0
808,1,10,1,1,0,0
809,1,10,2,1,0,0
810,0,10,4,1,0,0
811,1,10,1,1,0,0
812,0,10,2,1,0,0
813,1,9,4,1,0,0
814,0,10,3,1,0,0
815,1,10,1,1,1,2
816,0,9,1,1,1,2
817,1,9,2,1,0,0
818,0,10,4,1,0,0
819,1,9,4,1,0,0
820,1,9,4,1,0,0
821,0,9,2,1,0,0
822,1,10,1,1,0,0
823,0,10,4,1,0,0
824,1,9,2,1,1,2
825,1,9,2,1,1,2
826,1,9,3,1,1,2
827,0,9,1,1,0,0
828,1,10,3,1,0,0
829,1,10,2,1,1,2
830,1,9,3,1,0,0
831,1,9,1,1,1,2
832,0,10,1,1,0,0
833,1,9,2,1,0,0
834,0,9,3,1,1,2
835,1,10,3,1,0,0
836,0,10,3,1,0,0
837,0,9,2,1,1,2
838,1,9,4,1,0,0
839,1,9,3,1,1,2
840,0,10,1,1,1,2
841,1,10,1,1,1,2
842,1,9,4,1,0,0
843,1,9,3,1,0,0
844,0,9,1,1,0,0
845,1,9,1,1,0,0
846,1,9,4,1,1,2
847,1,9,4,1,0,0
848,0,9,3,1,0,0
849,1,10,4,1,0,0
850,0,10,2,1,0,0
851,0,10,3,1,1,2
852,1,9,2,1,0,0
853,1,9,3,1,0,0
854,1,9,3,1,0,0
855,1,10,1,1,0,0
856,0,9,2,1,0,0
857,1,10,3,1,0,0
858,1,9,1,1,0,0
859,1,9,1,1,0,0
860,1,9,2,1,0,0
861,1,9,1,1,0,0
862,0,9,1,1,0,0
863,0,9,4,1,0,0
864,1,9,4,1,0,0
865,0,10,1,1,0,0
866,1,10,2,1,0,0
867,1,9,1,1,0,0
868,1,9,4,1,0,0
869,1,9,4,1,1,2
870,1,9,3,1,0,0
871,0,9,3,1,0,0
872,0,9,2,1,0,0
873,0,9,3,1,0,0
874,0,9,4,1,0,0
875,1,9,2,1,0,0
876,1,10,3,1,1,2
877,1,9,4,1,0,0
878,1,9,1,1,0,0
879,0,9,2,1,0,0
880,0,9,2,1,0,0
881,1,10,3,1,0,0
882,1,9,2,1,0,0
883,1,10,4,1,1,2
884,1,9,2,1,0,0
885,1,10,3,1,0,0
886,1,9,2,1,0,0
887,1,9,1,1,0,0
888,1,10,2,1,0,0
889,1,9,3,1,0,0
890,1,9,4,1,0,0
891,1,9,2,1,0,0
892,1,10,2,1,0,0
893,0,9,1,1,0,0
894,1,9,1,1,1,2
895,0,10,2,1,1,2
896,1,10,4,1,0,0
897,1,9,2,1,0,0
898,1,9,2,1,0,0
899,1,10,2,1,0,0
900,0,9,1,1,0,0
901,1,9,6,1,1,2
902,1,9,4,1,0,0
903,1,9,5,1,0,0
904,1,9,6,1,1,2
905,1,9,4,1,1,2
906,1,9,4,1,0,0
907,1,9,4,1,0,0
908,1,9,6,1,1,2
909,1,9,6,1,0,0
910,1,9,3,1,1,2
911,1,9,6,1,1,2
912,0,9,4,1,1,2
913,1,9,6,1,1,2
914,1,9,3,1,0,0
915,1,9,4,1,1,2
916,1,9,4,1,1,2
917,1,9,4,1,1,2
918,1,9,4,1,1,2
919,1,9,3,1,1,2
920,1,9,6,1,1,2
921,0,9,6,1,0,0
922,1,9,5,1,1,2
923,0,9,4,1,1,2
924,1,9,5,1,0,0
925,1,9,4,1,1,2
926,1,9,3,1,1,2
927,0,9,6,1,1,2
928,1,9,3,1,0,0
929,1,9,6,1,1,2
930,0,9,5,1,1,2
931,1,9,5,1,1,2
932,1,9,3,1,0,0
933,0,9,4,1,0,0
934,0,9,4,1,0,0
935,1,9,6,1,0,0
936,1,9,4,1,0,0
937,0,9,4,1,1,2
938,1,9,3,1,0,0
939,1,9,3,1,0,0
940,1,9,6,1,1,2
941,1,9,6,1,0,0
942,1,9,3,1,1,2
943,1,9,5,1,0,0
944,1,9,3,1,1,2
945,1,9,4,1,1,2
946,1,9,3,1,1,2
947,1,9,5,1,1,2
948,1,9,4,1,1,2
949,0,9,5,1,0,0
950,1,9,3,1,0,0
951,1,9,3,1,1,2
952,1,9,3,1,1,2
953,0,9,3,1,1,2
954,0,9,6,1,0,0
955,1,9,5,1,0,0
956,0,9,4,1,0,0
957,1,9,4,1,1,2
958,1,9,4,1,1,2
959,1,9,6,1,0,0
960,1,9,4,1,0,0
961,1,9,5,1,0,0
962,0,9,5,1,1,2
963,1,9,5,1,1,2
964,1,9,3,1,0,0
965,1,9,5,1,0,0
966,1,9,6,1,1,2
967,1,9,4,1,0,0
968,1,9,4,1,0,0
969,1,9,4,1,1,2
970,1,9,3,1,1,2
971,1,9,6,1,0,0
972,1,9,5,1,0,0
973,0,9,5,1,1,2
974,1,9,5,1,0,0
975,1,9,3,1,1,2
976,1,9,4,1,0,0
977,0,9,4,1,0,0
978,1,9,3,1,0,0
979,1,9,3,1,0,0
980,1,9,4,1,0,0
981,1,9,4,1,0,0
982,1,9,6,1,1,2
983,1,9,4,1,1,2
984,1,9,4,1,1,2
985,0,9,3,1,1,2
986,1,9,3,1,0,0
987,0,9,3,1,1,2
988,1,9,4,1,0,0
989,0,9,3,1,1,2
990,1,9,6,1,0,0
991,1,9,5,1,1,2
992,1,9,4,1,0,0
993,0,9,3,1,0,0
994,1,9,5,1,0,0
995,0,9,6,1,1,2
